15,5.3,5.2,3.6,6.4,12.7,17.5,3,13,11.3,2.8,4.2,0
3.8,14,2.6,10.6,2.6,12.7,10.3,0.6,13.7,14.2,3.7,11.1,0
2.9,3.3,6.7,12.9,13.5,12.9,8,7.3,11,4.7,4.6,12.2,0
4.1035,1.3053,17.8684,0.613,8.7136,20.6094,3.5836,9.2982,18.8034,3.7074,10.1968,1.2999,0
0.4,6.2,11.1,5.5,6.6,17.7,1.6,11.8,1.8,17.9,1.4,17.9,0.487704918
9.4,1.1,5.3,5.6,14.8,12.6,8.1,4.9,3,12.5,14.2,8.5,0
10.2,8.2,10.6,8.4,8,11.6,7.3,5.1,11.2,11.4,0.1,8,0
2.4,2.1,6.6,13.8,14.2,9.1,8.4,2.2,14.1,15,4.6,7.5,0
5.8,0.4,13.1,11.4,3.5,8.7,8.5,13.9,8.3,7.3,8.8,10.4,0
7.1,7.2,7.3,5.8,9.9,7.8,10.4,8.5,10,5.9,9.4,10.6,0
2,22,15.4,9.9,9.4,9,5.7,4,13.3,5,1.6,2.6,0
0.3,7.8,13.2,15.1,3.3,13.2,3.8,4.8,6,2.8,14.9,14.8,0.44486692
2.2479,0.5641,15.94,0.0242,5.9139,22.1923,0.5413,12.157,29.4272,7.5101,3.805,0.1355,0
1.7,15,4.8,0,10.5,7,13,15.5,11.5,8.4,7.6,4.8,0
6.5,0.8,2.6,6.9,16.2,15.1,1.8,1.3,2.9,16.4,16.3,13.2,0.521008403
12.1,12.1,9.4,4.4,5,8.1,12,10.9,5.7,9.5,4,7,0
11.9,11.3,7,7.1,12,10.8,9,7.8,2.6,4.6,6.2,9.7,0
5.6,1.6,7.1,8.9,10.6,11.2,11.3,8.3,9.5,11.9,4.1,10.1,0
6.6,5.1,10.6,8.6,13.6,6.5,11.9,14.3,2.3,7.6,7.5,5.2,0
1.4,12.5,8.1,0.6,15,11.2,15.2,11.8,3.3,4.6,8.8,7.4,0
14.5,6.9,2.6,5.9,2.3,11.9,2.5,4.4,3.7,15.5,19.3,10.7,0.520547945
2.9639,4.2358,11.0889,6.2942,11.6494,19.1937,5.8077,3.6146,20.403,3.4818,11.1057,0.6571,0
4.1423,1.3471,17.7725,0.6897,8.7305,20.5763,3.6988,9.2456,18.6866,3.7344,10.2042,1.3053,0
2.7,8.3,18.3,1.2,12.3,17,11.5,8.9,2.7,8.5,0.5,8,0
1.5,12.6,4.2,13.4,5.4,6.4,9,6.4,7.2,12.4,10,11.5,0
1.4,5.8,15.7,1.4,17.2,18.1,2.6,9.1,12.4,1,4.2,11.1,0
13.6,9,6.4,4.8,9.3,6.1,15.1,13.4,4.5,0.1,13.9,3.8,0
13.4,7.9,1.3,10.2,7.3,12.5,10.4,5.8,11.6,6.4,8.6,4.6,0
13.3,1.2,5.4,9.5,12,5,1.4,14.5,0.9,14,15.1,7.8,0
7.5,8.8,13.4,8.4,11,5.6,8.8,6.4,8.1,11.2,2.3,8.4,0
5.4,7.2,5.5,4.1,4.5,10.8,2.4,14.9,8.4,5.1,17.7,14,0.479166667
3.8,13.1,15.1,2.8,7.3,7.9,7.8,13.5,8.8,15.9,2.9,1,0
10.1,15.3,9.4,8,6,5.8,7.7,3,16.2,11.5,2.9,4.2,0
1,10.4,1.1,2.9,16.1,8.9,1.8,2.6,18.8,16.6,11.1,8.7,0
3.3,6.2,7.1,9.2,9.2,11.2,7.6,6.1,6.7,10.9,10.8,11.6,0
9.6,11.1,12.7,4.7,12.9,6.4,14.2,7.2,14.2,1.9,3.6,1.5,0
5.7,11.9,12.7,1.8,1.4,16,16.3,11.2,3.7,13.2,1.5,4.6,0
13.3,0.3,15.2,10.6,4.4,3.6,0.7,9,16.9,13.4,11.4,1.1,0
4.4,19.2,2.4,1.1,8.7,17.3,4.6,4,2.3,12.1,4.7,19.2,0.411924119
11.5,11.5,3.7,11.4,11.1,6.4,15,3.4,15,0.3,2.3,8.4,0
10.3,10.5,8.3,7.8,10.2,6.3,10.2,4.2,12.4,5.6,10.9,3.4,0
0.8,6.9,0.9,9,11.7,13.5,6.2,10.3,7.6,11.8,6.9,14.4,0.432258065
0,0,15.4629,15.4407,12.5075,17.3582,0,0,23.7768,0,15.9539,0,0
1.4,12.2,7.7,13.6,13.1,4.4,10,4.9,13.9,6.3,5.6,6.8,0
8.3,4.3,9.5,9,3.7,7.7,0.8,7.3,8.9,14.2,15.8,10.6,0
0.5,7.8,12.7,9.6,12,10.2,0.5,6.4,15.2,0,11.1,13.9,0
1.3,12.5,14.8,5.3,8.7,8.2,7.4,4.4,13,11.1,11.2,2.1,0
9.7,7.1,4.9,9.8,3.3,10.5,8.4,8.5,7.5,6.7,11.6,12.2,0
8.2,6.7,0.8,5.1,2.6,13,5.5,13.8,13.5,6.9,11.8,12.1,0.671296296
9.6,12.1,12.1,1.5,6.8,9.6,14.9,5.3,12.1,12.9,1,2.2,0
4.5,15.3,15,3.8,11.3,6,2.3,10.3,2.4,15.1,6.9,7,0
10.4,3.6,3.7,6.7,13.9,11.6,4.7,12.1,8.6,9.4,1.2,14,0.520408163
12.5,6.2,4.2,3.4,1.8,8,8.7,15.3,6.1,14.6,11.1,8.3,0
0.4,13.4,7.4,6.9,15.4,3.8,10.6,9.6,5.5,16,3.8,7.2,0
3,11.7,14,8.8,0.8,7.5,14.2,5.7,10.6,8.4,11.3,3.9,0
9.3,2.7,8.9,10.1,10.4,10,12.2,6,2,1.5,12.4,14.4,0.706896552
13.6,8.3,10.9,18.1,8.1,10.8,7.7,1.7,1.6,1.5,1,16.5,0.657480315
8.6,4,17.1,12.8,15.4,12,12,4.2,4.6,6.9,0.5,1.9,0
0,0,16.1746,13.6169,10.2775,14.3851,0,0,30.7365,0,15.3094,0,0
4.5,10.3,5.3,3.4,11.1,11.5,9.7,8.8,7.8,2.4,14.4,10.9,0
2.7,14,11.5,14.7,8.8,5.8,12.1,4.8,6,2.5,7.2,9.9,0
11.8,11.8,12.2,5.4,5.2,7.1,1.1,13.2,8.2,14,5.3,4.8,0
11.5,15.2,14.3,4.6,2.4,9.2,4.1,3.4,10.8,6.9,7.1,10.6,0
10.5,11.6,6.4,4.8,6.8,9.1,8.1,9.9,8.6,6.3,3.9,14,0.709677419
1.261,1.7355,12.6851,13.3958,10.7205,13.8158,0,3.4193,22.8578,0.0321,20.577,0,0
10.9,11.6,2.3,13.3,2.8,8.5,7.6,8.9,10.8,11.3,0.6,11.4,0.766129032
2.6,10,8.9,6.1,10,5,3.4,9.4,10.9,14.5,13.4,5.8,0
12.1,8.1,9.9,0.3,9.4,10.3,8.3,7.2,9.7,11.8,6.1,6.8,0
5.4,13.1,14.2,10.3,10.1,12.4,1.2,2.7,0.4,2.5,13.2,14.5,0.46969697
7.3,0.7,8.1,5,11.5,11.9,2.1,17.4,9.3,6,7.2,13.4,0
0,0,14.1885,12.6306,11.5735,18.8645,0,0,23.6113,0,19.6316,0,0
4,1.8,12.3,12.7,0.7,10.7,11.1,3.7,11.7,5.6,12.7,13.1,0
1.5,12.9,5.5,16.3,14.2,6.3,16.5,6.4,1.3,3,2.6,13.4,0.747252747
2.4,5.8,10.6,5.1,7.9,12.4,11.8,9.2,11,3.6,7.8,12.2,0
9.1,8.2,12.4,7,5.4,7.6,1.9,11.8,4.7,6.3,13.1,12.4,0.842323651
9.8,12.7,6.5,26.3,2.1,2,11.5,16.3,1.6,3.9,5.8,1.6,0
5.9,11.7,10.1,12.7,4.4,8.6,14.2,5.1,6.4,4.5,3.8,12.6,0
11.8,10.2,7.6,6.3,3.9,7,8.3,9.1,5.6,9.6,11.1,9.6,0
11.3,6.2,6.4,8.3,11.8,6.3,11.1,4.5,5.7,13.2,6.9,8.3,0
15.6,9.5,2.6,10.4,13.6,5.9,3.9,1.5,9,8.2,14.4,5.4,0
9,12.7,5,12.7,6.5,9.7,8.4,6.1,4.7,13.7,1.5,10,0.668896321
12,12.4,4.2,0.3,12.1,12.5,6.5,6,12.3,3.2,6.3,12.2,0.686390533
5.8,10.8,13.5,8.3,3.5,5.9,2.3,8.8,9.7,12.2,11.2,7.9,0.970954357
2.5,0.6,8.8,6.9,9,9.6,3.3,11.3,8,8.8,15.7,15.5,0.723529412
0.4,3.9,14.9,15.4,13.6,12,13.3,1.3,2.5,4.3,5.7,12.8,1.76119403
3.0804,2.267,8.7083,6.1726,10.0431,14.8919,9.5805,1.8214,23.4206,3.0957,16.8419,0.3922,3.27027027
9.4,7.7,14.1,8.3,14.2,1.1,6.2,10.7,5.1,13.7,6.8,2.7,2.317307692
3.2,8.8,9.6,9.9,8.5,8.3,9.3,5.8,12,11.3,2.3,11.3,1.136363636
13.7,6.1,16.2,11.7,12.9,1.6,5.6,8.4,6.1,4.2,6.4,7,2
0,4.2,14.3,17.5,8.7,2.7,12.6,3.3,3.3,18.9,8.4,6,2.186440678
4.1,2.2,0.1,2.2,4.3,16.1,6.5,8.9,14.2,7.4,16.8,17.2,0.570454545
9.4,6.9,12.3,5.5,9.2,10.8,3.4,1.1,10.3,8.9,11.4,10.6,1.15720524
2.8,9.6,7.3,3.8,12.6,11.6,1.3,5.7,8.5,5.6,14.4,16.9,0.575057737
15.4,4.9,10.2,13.5,0.9,4.7,7.1,8.8,6.4,12.4,4.9,11.1,1.107883817
12.9,3.9,0.5,6.7,8.1,2.3,3,18.5,9.8,13.6,16.4,4.3,0.934782609
9.1,14.7,12.8,9,2.8,1.2,9.7,7.1,13,15.7,4.1,0.7,3.352941176
9.7,14.6,4.2,4.4,0.2,4.4,9.9,4.5,12.9,16,15.9,3.4,2.081481481
7.5,4.7,10.6,12,8.7,5.5,6.5,7.8,10.8,9,5.4,11.6,0.963369963
3.3004,0.9326,14.6356,11.1282,11.3683,12.0578,0.431,0.3372,24.2735,3.2927,17.267,1.3206,2.989130435
19.2,5.5,2.4,2.6,14,7.7,10.5,1.2,1.3,12.1,16.4,7.1,1.109756098
12.5,8.8,2.7,0.8,10.6,12.2,4.1,4.7,11.7,11.2,9.8,10.8,0.867256637
3.8244,2.1936,12.4004,5.6704,10.8326,15.5013,8.5124,3.0938,19.6656,5.5251,12.6552,0.4128,3.043010753
7.1,7.9,5.2,6.2,10.4,5.2,10.6,9.1,4.4,12.9,11.2,9.8,1.088888889
15.2,8,12.6,11.8,13.5,3.2,12.7,6,0.3,0.9,10.9,4.9,1.404651163
13.1,7.1,6,0.7,6.4,11.5,10.1,11.2,11.3,7.9,0.2,14.6,0.949526814
19.4,8.1,7.4,0.4,7,9.4,5.3,3.8,17,8.6,5.9,7.6,1.271966527
4.2,6.2,4.1,11.9,13.5,8.5,11.2,6.1,10.5,2.8,3.9,17.1,0.866485014
2.2,11.4,13.7,12.6,7.5,4.9,4,6,14.8,11,1.2,10.6,1.330508475
0,0,21.5063,13.2281,12.6703,7.535,0,0,27.3048,0,18.2555,0,4.236111111
6.1,11.4,7,8.5,9.1,1,10.6,13.5,13.6,10.5,3.3,5.4,1.518867925
0.0001,0,18.5626,4.5342,0.178,10.383,0,0,42.0486,0,24.7934,0,5.836363636
0.2,0.9,4.1,10.2,6.6,9.6,2.7,6.8,15.8,16.2,13.6,13.3,0.853403141
4.4,8.8,16.5,7.1,12.7,2.7,10.6,6.1,18.1,4.9,6.6,1.3,3.036036036
0,5.8,14.3,13.2,3.2,3.8,15.3,7,12.1,11.9,8.1,5.2,2.841666667
10.9,9.7,1.4,0.6,9.5,12.8,15.3,6.5,5.4,13.2,4.8,10,1.337398374
3.3,12.1,16.4,1.8,12.5,2.6,1.4,9.4,15.3,6.2,13.7,5.3,2.321917808
7.3997,4.3289,14.7338,8.6984,4.3681,9.1826,5.4153,0.6862,19.2325,8.7988,14.3549,2.7839,4.714285714
0,0,25.7188,6.2936,4.9922,13.9195,0,0,22.5534,0,27.0225,0,4.466666667
12.8,10.7,8.2,4,1.8,13.8,8.8,6.9,6,2.3,13.1,11.7,1.06116208
0,0,19.9173,10.5145,8.7883,13.1006,0,0,27.2286,0,20.9506,0,4.012048193
3.0083,0.2729,21.8553,0,7.988,20.2572,8.3672,10.4773,14.9545,4.4722,7.168,1.3683,5.15625
0.2,1.2,14.3,14.8,14.3,3.1,6.3,2.3,9.6,10.6,13.3,10.1,1.662037037
7.6,11.9,18.3,2.4,5.1,2,1.7,9.3,11.4,24.9,2.2,3.2,3.495238095
13.7,4.7,12.4,0.6,3.5,12.2,1.8,9,11.3,10.4,6,14.5,1.037356322
13.5,10.7,4.3,0.1,4.2,12.7,2.2,8.1,11.9,6.2,12.7,13.3,0.532883642
5,13.8,11.4,9.2,5.8,1.9,10.1,0.1,18.4,11.4,12.2,0.7,4.163043478
0.2898,5.0325,26.4738,0,13.5214,6.8849,0,9.3045,13.8129,0,25.1801,0,3.5
0.2,7,4.8,8.7,10.8,11,13.6,0.8,15.1,7.2,11.6,9.1,1.54
10.9,12.3,9.6,8.2,9.8,6.6,7.5,11.8,1.8,10.3,2.1,9.1,0.984
11.4,5.2,11.5,10.8,15,2.3,12.5,12.1,11.2,2.5,1.2,4.4,1.914285714
7.9,1.8,7.3,15.2,4.3,3.8,9.8,15.6,1.9,15.7,5.7,10.9,0.955813953
4.3,0.7,5.2,8.8,11.6,2.6,3.5,18.2,6.3,7,17.8,14.1,0.801960784
13.4,8.9,22.3,0.2,6.3,4.9,4.9,5.7,5.4,4.3,21.8,1.7,3.620689655
0.719,0.7088,25.9061,3.8402,17.1302,19.8288,0,0,25.6677,6.6992,0,0,6.596774194
11.4,3.7,8.1,16.6,9.5,0.1,10.9,10.1,1.4,11.8,8.2,8.2,1.780082988
7.4,15.2,5.3,0.4,9.4,2.7,4.7,11.7,14,10,12.5,6.7,0.969626168
0.6782,21.0201,12.3893,1.6003,5.8677,6.281,7.4866,9.258,5.3838,24.5121,1.7041,3.6069,2.573170732
3.8,16.3,5.6,12.9,6.8,3.7,7,6.7,9.1,1.5,14.4,12.1,0.843137255
11.7,7.9,4.8,8,9.5,5.8,12.9,12,2.6,7,9.3,8.4,0.876332623
3,15.3,3.3,3.3,2.8,7.2,18.1,13.4,1.5,12.2,3.7,16.2,0.978118162
1.7,6,7.7,1.4,18.5,3.3,6.6,11.4,13,11.4,13,6.1,1.53220339
0.8,13.1,6.1,14.5,10,4.1,15.5,1.9,6.3,11.3,5.1,11.3,1.261971831
0.598,21.026,12.4398,1.5657,5.8841,6.2736,7.5468,9.2841,5.3828,24.5456,1.6631,3.5797,2.847133758
11.9,8.1,7.8,11.1,7.1,1.9,3.4,11.7,6.4,11.8,8.7,10,0.930184805
0.8703,10.8928,6.3452,5.9829,17.4307,10.1507,21.8692,4.4862,5.955,3.3887,9.3333,3.4159,2.231132075
0.5,2.1,19.1,4.5,10.4,10.9,15.8,5.4,8.3,5.6,10.3,7.2,2.254545455
2.3,0.4,7.8,1.5,7.7,5.2,16.7,13.6,14.3,8.9,11.7,9.8,2.051282051
10.5,11.3,5.8,9,8.3,2.1,8.3,11,7,1.4,15.1,10.2,1.046610169
11.1,2.9,10.8,0.5,10.4,5.9,13.4,11.1,6.8,6.4,6.8,13.8,1.244897959
20.2,1.6,9.9,15.5,2.7,1.5,0.4,17.6,4.6,3.1,16.5,6.3,1.173396675
9.3,3.6,14.7,13.1,1.2,3.6,13,0.3,14.8,10.1,8.8,7.5,2.958823529
6.3,2,0.2,6.5,8.7,3.8,10.4,14.5,10.5,8.7,13.4,15.1,0.923076923
9.9,9.4,8.3,8.8,13.4,1.4,10.1,5.8,8.2,11.4,4.6,8.8,1.72875817
10.2,6.6,9.8,12.1,5.2,2.9,11.9,4,9.9,12.8,5.9,8.5,2.486111111
7.1,7.1,8.8,3.4,13,13.1,11.3,1.7,8.3,3.8,8.7,13.6,0.97810219
10.9,3.9,15.5,5.6,5.8,2.1,2.1,15.2,1.7,12.9,11.9,12.3,0.925795053
12.3,10.1,4.5,10.8,12.9,0.2,7.9,9,4,12.1,13,3.2,1.204899777
3.4267,6.9754,11.4126,3.623,10.4403,9.3626,24.5651,3.4161,6.537,17.7537,0,2.2241,2.994413408
15.8,8.8,1.7,13.1,0.4,2.3,12.2,1.2,15.2,10.5,10.4,8.3,1.439473684
3.7106,6.5358,14.6329,1.5577,9.9691,10.0485,8.8857,4.8804,33.234,2.571,0,4.4743,3.067039106
14,6.8,14.1,1.3,15.9,12,6.7,1.5,6.3,1.2,5.9,14.2,1.131845842
14,8.9,7.6,2.9,6.8,8.9,13.4,4.2,4.3,3.6,13.5,11.9,1.060885609
12.2,14.2,9.1,8.6,0.6,4.3,11.7,3.8,12.2,0.1,15.1,8.3,1.973684211
3.1783,11.8294,9.297,4.2207,12.7059,6.1321,27.7526,3.8508,5.5508,13.5748,0.5594,0.8483,2.725581395
23.9,5.2,7.1,3.6,10.1,4.1,16.7,0.2,16.9,5.9,2.3,4,3.175257732
17.6,20.4,9.6,5.2,0.9,2.4,12.3,6,12.8,1.6,2.4,8.8,1.327510917
8.4,16.1,2.7,12.1,5.7,4.5,15,7.4,7.5,5.5,2.4,12.6,0.782101167
6.8,0.9,16.3,17,11.7,1.5,5,11.9,4.7,2.7,12.3,9.1,1.069808028
2.1,10.3,13.4,11.2,8.5,0.1,5.3,9.7,5.1,11.3,12.3,10.8,1.270955166
5,2.4,9.4,13.9,3.5,0.7,10.2,2.3,11.1,16.6,16.5,8.4,1.748677249
8.4438,5.1903,13.7158,6.1028,13.6313,8.4395,17.8244,3.04,1.9484,13.393,3.4977,5.0944,2.609561753
4.5085,0.6718,26.4643,13.6553,5.3494,5.0628,3.7011,2.0379,19.4719,9.7008,6.6178,2.8399,4.172413793
12.4,7.9,0.8,12.4,9.2,0.5,11.2,11.1,13.8,8.2,1.2,11.3,1.27787307
11.3,4.6,12.4,7.1,13.7,0.7,14.2,2,12.6,11,10,0.4,2.172011662
0.9073,24.3506,18.9044,0,6.1598,3.1866,0.2953,6.9642,15.0551,21.0292,1.8126,1.8349,2.064066852
16.3,7.9,8.5,9.1,7.2,3.4,0.9,4.5,9.6,6.5,12.7,13.5,0.928217822
20.6,10,7.2,4,2.7,0.5,4.9,12.7,11.4,10.2,9,6.8,1.197204969
10.6,7.8,5.9,11.9,17.7,2.9,9.3,1,13.6,4.4,3.1,11.9,1.094499295
3.2,4.1,18.7,19.7,6.8,0.9,1.3,5,1.1,17.4,1,20.7,1.321895425
6.495,4.3176,18.2705,6.3508,1.6698,7.0951,7.4265,0,21.5066,7.4678,16.9558,2.4694,3.797169811
8.7,13.7,13.3,6.2,10.6,0.8,12,6.8,5.7,9,5.3,7.8,2.498489426
5.8,2.4,15.6,9.4,8.6,1.4,14,0.2,10.2,10.4,12.9,9.1,2.157894737
0.2,18.3,6.8,3.4,0.9,2,12.1,3.1,12,16.1,21.6,3.6,2.319559229
0,9.4761,11.8521,2.5441,16.2256,4.9529,27.0536,1.4091,11.7478,7.8702,7.3453,0.0234,2.434903047
