3,0,0,4,4,9,17,2,5,13,33,10,0.237,0.285
16,10,3,12,5,5,6,23,16,2,2,0,0.02,0.037
12,21,1,27,8,3,11,0,0,8,8,1,0.05,0.088
4,1,3,6,6,7,38,11,7,6,8,3,0.141,0.181
18,4,12,1,5,0,1,14,9,4,10,22,1.121,1.065
4,0,2,31,11,16,15,2,0,5,13,1,0.011,0.014
9,11,6,5,1,8,16,16,13,1,1,13,0.138,0.203
18,3,9,4,18,25,0,5,11,1,5,1,0.082,0.087
7,9,26,4,0,3,23,0,14,13,0,1,0.356,0.328
1,10,0,1,8,22,21,7,4,14,6,6,0.036,0.071
8,7,0,17,0,5,3,2,9,19,12,18,0.19,0.28
2,0,6,3,1,11,17,6,12,8,23,11,0.283,0.285
15,1,2,18,29,4,0,19,5,0,4,3,0.016,0.03
7,2,2,2,1,8,20,0,4,8,3,43,0.691,0.647
4,2,0,23,5,3,3,10,10,24,14,2,0.028,0.078
0,1,18,14,12,9,7,1,16,20,0,2,0.058,0.098
1,18,8,17,16,1,7,9,8,9,2,4,0.099,0.154
20,1,12,10,14,4,7,13,2,9,5,3,0.077,0.145
29,4,3,7,6,2,15,2,1,24,5,2,0.364,0.375
9,24,4,6,1,4,15,17,14,1,5,0,0.143,0.172
2,13,1,1,7,13,11,7,31,7,0,7,0.242,0.249
0,7,0,25,4,23,17,6,1,5,4,8,0.034,0.033
7,5,0,9,3,4,2,21,7,3,2,37,0.657,0.842
19,19,1,6,17,1,4,12,1,6,11,3,0.212,0.311
17,30,6,6,16,2,4,6,4,3,2,4,0.246,0.303
6,4,5,12,12,14,19,1,3,7,16,1,0.034,0.066
17,1,5,5,6,3,0,5,6,35,0,17,0.61,0.568
7,0,0,8,13,6,12,3,0,32,17,2,0.168,0.208
3,0,12,4,13,0,16,1,12,2,28,9,0.936,0.726
12,17,11,25,14,9,0,6,0,6,0,0,0.016,0.03
0,6,1,0,14,14,10,16,8,27,2,2,0.094,0.136
2,12,30,4,15,16,3,2,10,1,3,2,0.237,0.227
15,8,0,14,13,10,20,3,4,3,4,6,0.098,0.136
5,13,21,3,14,0,20,3,0,5,11,5,0.746,0.578
14,0,1,1,8,11,14,10,4,9,0,28,1.394,1.109
1,9,22,0,4,1,21,3,6,9,6,18,1.19,0.754
