x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,GFP_activity,IFN_activity,GFP_covar,IFN_covar
1.4462,2.3047,0.9942,7.9014,15.1704,0.222,5.9414,14.9024,0.6671,12.7647,10.0098,28.3692,1.4111912334072474,1.294110026317305,0.34144921472351364,0.29324569261020605
0.0,0.0,0.0,0.0,28.4573,72.5427,0.0,0.0,0.0,0.0,0.0,0.0,0.5705361808276261,0.5710887585149389,0.6521347138663174,0.5634698119642064
0.0,0.0,57.599,0.0,7.4476,0.0,0.0,0.0,0.0,0.0,0.0,35.9534,2.8974551333119143,2.6521398767813,0.3603630016011623,0.27504334983167594
0.0,41.1751,0.0,0.0,10.6782,0.0,0.0,0.0,0.0,8.8549,0.0,40.2917,1.9575569897277516,2.153996336428267,0.3526290602439901,0.5148296308883318
0.0,0.0,16.1046,0.0,0.0,0.0,8.4267,3.9214,16.8391,14.6363,0.0,41.0718,1.363946177899784,1.4002814760745705,0.3133892716426754,0.4642112497622091
0.0,0.0,0.0,0.0,8.078,0.0,0.0,0.0,53.7566,0.0,0.0,39.1653,2.5017247132532128,2.628218685110154,0.27481906311990356,0.2247138782326317
0.0,0.0,0.0,0.0,8.1074,0.0,0.0,0.0,0.0,25.9738,27.5808,39.3381,2.4654449857488836,2.2854083007712886,0.3093455997073223,0.2672022674763849
0.0,0.0,47.5741,0.0,8.3172,0.0,12.9016,0.0,0.0,0.0,0.0,32.207,2.5516518364781837,2.2116823485498163,0.345296084051334,0.31370685834073714
0.0,0.0,0.0,0.0,10.1822,0.0,0.0,10.4185,23.098,14.6259,0.0,42.6753,2.976988906381456,3.058844003120991,0.19660087977724705,0.18211937813901669
0.0,0.0,0.0,0.0,10.8829,0.0,0.0,16.6256,1.63,28.6895,0.0,43.1719,2.583847355553063,2.558741931001573,0.30420190382266216,0.26635693442687247
0.0,0.0,43.6235,9.9489,11.0342,0.0,0.0,0.0,0.0,0.0,0.0,36.3934,2.764328884548122,2.49153751960218,0.285349979225766,0.33271306413493607
3.4649,0.0,0.0,24.716,25.7524,0.0,0.0,0.0,0.0,0.0,0.0,47.0667,1.3279302758570937,1.7853335169169469,0.49112074620478074,0.73769358804344
0.0,0.0,0.0,13.1538,9.4117,0.0,0.0,0.0,0.0,35.4886,0.0,42.9459,2.1917686344534744,2.213821441056662,0.3957838114303515,0.49880049681085076
0.0,0.0,0.0,0.0,10.0663,0.0,0.0,12.1551,0.0,40.2112,0.0,38.5674,3.0762490675957275,2.933832762093596,0.34194101694092605,0.2897994889996707
3.2499,7.5848,15.7244,0.0073,9.5113,4.5446,4.3931,3.541,15.2418,4.2983,4.386,27.846,1.7489227882192186,1.4720898814057413,0.19096561423060712,0.17744177508745793
0.0,0.0,0.0,0.0,13.2019,0.0,12.9311,0.0,39.2413,0.0,0.0,35.6256,2.978342258881454,2.8356171849455993,0.2347373873313439,0.23329482441291496
0.0,0.0,0.0,0.0,5.5302,0.0,0.0,0.0,0.0,60.5593,0.0,34.9104,2.174292207742141,1.942951049128449,0.5568622197949149,0.46964262100360393
0.0,0.0,0.0,7.4441,11.8608,0.0,0.0,9.6485,0.0,35.6986,0.0,36.3479,2.6810788239048478,2.444338518577392,0.3474655638532213,0.31843024815495574
0.0,0.0,24.2107,7.3923,11.7554,0.0,0.0,12.7981,0.0,9.3253,0.0,35.5181,2.51490731335696,2.3107452306443848,0.2750991116073467,0.24806336097458243
0.0,0.0,33.1582,0.0,0.0,0.0,0.0,8.8188,0.0,18.7315,0.0,40.2916,1.3779413248347758,1.3869713603587948,0.3915711599520185,0.4884599963487509
10.6658,0.0,0.0,12.1434,27.5327,0.0,0.0,0.0,0.0,0.0,2.6403,48.0178,2.561123927033773,2.786285095215967,0.25439917486723995,0.2614321095545944
0.0,0.0,46.627,0.0,4.526,0.0,0.0,0.0,0.0,0.0,14.9757,34.8712,2.2365156206233383,1.9650066776177446,0.3984661229207364,0.36368503095383625
0.0,0.0,0.0,0.0,14.8873,0.0,8.7441,0.0,44.5178,0.0,0.0,32.8508,2.3735892569933825,2.184085969034963,0.34197837760001815,0.3234233544124415
0.0,0.0,0.0,0.0,5.834,0.0,0.0,0.0,11.1476,43.0217,0.0,40.9966,3.1646214274920363,3.0760017146200553,0.3133113632477995,0.2937581677795556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0432,45.6213,0.0,47.3355,1.4451484371350447,1.4326460788587074,0.4440629399615403,0.48471583648277594
12.5253,0.0,0.0,14.6582,28.9975,0.0,0.0,0.0,0.0,0.0,0.0,44.819,2.612703877142064,2.761062243613039,0.26367102689139754,0.2651581624304195
7.9783,0.0,0.0,4.5571,28.5552,0.0,3.6296,0.0,0.0,0.0,9.1928,47.087,1.5432932005235545,1.7899574538561962,0.4326321746006478,0.6492752883074924
0.0,29.9385,0.0,3.252,9.3445,0.0,0.0,6.605,14.4057,0.0,0.0,37.4543,2.3199931577514903,2.284436131216652,0.2578812617973605,0.2508990584169449
0.0,0.0,10.5031,0.0,5.9412,0.0,50.4499,0.0,0.0,0.0,0.0,34.1058,2.3524111499274754,2.150391137433698,0.3410219294419598,0.31465107976090423
0.0,0.0,0.0,0.0,0.0,0.0,54.5382,1.0009,5.9247,0.0,0.0,39.5362,1.408350864071628,1.375705576145121,0.38248416076157443,0.49753570596196517
0.0,0.0,0.0,0.0,15.3758,0.0,0.0,0.0,22.5494,27.7643,0.0,35.3105,2.895004317887726,2.590541781951454,0.29255201681157966,0.28117809110436864
0.0,0.0,0.0,2.7625,31.3453,0.0,0.0,0.0,0.0,0.0,20.4148,46.4773,1.2793140795555913,1.460074455363299,0.5048621905486541,0.7123238587712798
0.0,0.0,38.6537,0.0,12.4833,0.0,0.0,16.518,0.0,0.0,0.0,33.345,2.2179558109450865,2.039503528677996,0.29320425081391177,0.2517988919351614
10.3912,5.9466,2.2109,3.1193,7.9962,6.2269,2.8552,8.7239,5.2307,7.2781,5.8411,34.9021,2.547929399049773,2.177856823177547,0.11543655412217795,0.10111172111476992
0.0,0.0,40.6383,0.0,8.4946,0.0,0.0,0.0,0.0,10.106,0.0,41.7611,3.342706853652144,3.3644658555754745,0.2170117961724252,0.20477171601800723
0.0,0.0,20.4002,8.7026,10.8523,0.0,0.0,0.0,0.0,19.6642,0.0,41.3807,3.1361902496916776,2.985093270594067,0.2609084402331345,0.3653349310018061
0.0,0.0,0.0,0.0,9.4494,0.0,0.0,8.9001,42.5305,1.8964,0.0,38.2236,2.7540430627671633,2.7994066160697217,0.23439928637504792,0.18387731100229987
0.0,0.0,0.0,0.0,14.8463,0.0,0.0,10.3732,39.3678,0.0,0.0,36.4127,2.5581807898148976,2.4299200279215025,0.2683165337285494,0.22672984723615847
1.0948,0.6981,0.0,0.0,10.8774,0.0,23.9231,0.0,0.0,18.6633,0.0,43.7433,3.3390902464973147,3.3550403178887382,0.11628544882822531,0.18891016598072363
0.0,0.0,0.0,4.6859,12.8875,0.0,20.2671,16.0666,0.0,0.0,13.449,33.6439,2.3042315140267884,2.057772744857303,0.2827335971030558,0.23313542570283385
0.0,0.0,0.0,0.0,14.0318,0.0,0.0,16.37,0.0,30.345,0.0,40.2533,2.4525689591800552,2.3747236310282673,0.2977111597929996,0.2673471068081599
0.0,0.0,0.0,0.0,5.2139,0.0,0.0,3.1763,44.5571,0.0,9.6151,38.4376,2.0747623948429466,2.0585159556000785,0.3338578187546899,0.3305309833044783
10.7519,0.0,0.0,0.0,10.8337,0.0,0.0,19.0925,0.0,0.0,27.3245,32.9974,2.0377088305301387,1.7750364142160424,0.39233126442146615,0.31420299483100117
0.0,0.0,31.4291,12.0461,11.4337,0.0,0.0,7.8112,0.0,0.0,0.0,38.28,2.421052715004289,2.2152424231127164,0.31372597801023355,0.3685973894192626
0.0,0.0,0.0,4.3096,12.9056,0.0,0.0,0.0,0.0,28.9881,22.419,32.3778,2.723922379651347,2.330732444728931,0.3208735332052623,0.27101638462512306
0.0,0.0,0.0,5.1727,12.9297,0.0,0.0,10.8782,33.6497,0.0,0.0,38.3696,2.7288900699742324,2.632254004043255,0.24509179373985293,0.20480367250826126
0.0,0.0,0.0,0.0,8.9744,0.0,0.0,0.0,0.0,23.3283,35.8132,32.8842,2.311494365727101,2.0199748694925894,0.4313548555770513,0.3767214405991212
2.7601,0.2948,7.0262,10.775,10.6707,15.4375,0.6187,10.3537,2.4234,4.0872,0.0615,34.8368,1.343880312892374,1.1922450705432182,0.3604499723346423,0.35641325729648177
0.0,19.9133,0.0,0.0,7.7807,0.0,0.0,0.0,23.4141,8.1354,0.0,41.7564,2.486346886770809,2.6452908100622103,0.20132436946497093,0.2199297626819987
0.0,0.0,0.0,7.6507,18.9883,0.0,0.0,0.0,10.796,30.1372,0.0,33.4278,2.045173377227417,1.696323103438678,0.4142095712287561,0.3758548119637086
0.0,0.0,13.9707,10.4169,16.2475,0.0,0.0,0.0,0.0,27.6288,0.0,32.7361,2.156810845143607,1.8409676774501418,0.3538224383110372,0.3109048872719261
0.0,27.6175,18.9865,3.603,11.1846,0.0,0.0,0.0,0.0,0.0,0.0,39.6084,2.5766506624560614,2.5760003025870235,0.25692656760239024,0.333657100046196
19.0269,0.0,0.0,4.7115,8.5408,0.0,0.0,0.0,0.0,33.6675,0.0,35.0533,2.580705086262608,2.231437981794815,0.35027653476774373,0.2994109369134666
0.0,0.0,0.0,0.0,6.8364,0.0,0.0,6.609,37.4097,8.4948,0.0,41.6501,2.545420040577877,2.6501687670880365,0.24778608179951578,0.2618135239507362
0.0,0.0,0.0,28.1541,25.7358,0.0,0.0,0.0,0.0,0.0,0.0,47.11,0.8792148103802621,1.361533502010548,0.5217601174664596,0.7698461303663096
5.821,0.0,0.0,0.0,4.9814,0.0,21.5283,0.0,33.2198,0.0,0.0,35.4495,2.2118567061774925,2.047935122677801,0.3413862802586197,0.3364474200470297
5.0893,0.0,0.0,0.0,2.7617,0.0,0.0,1.423,48.6442,0.0,7.0995,35.9822,1.6016195305251353,1.5297710693164794,0.4214424062200834,0.4048600823762577
0.0,0.0,0.0,0.0,14.9855,0.0,0.0,0.0,0.0,46.7302,0.0,39.2843,3.025982960342807,2.8433399989928096,0.34156778922987446,0.29506356641496523
0.0,0.0,34.1948,6.8648,11.3307,0.0,0.0,7.904,0.0,0.0,0.0,40.7057,2.9685322440269806,2.8146377940943808,0.21992320194979842,0.25138508692096845
0.0,21.0675,0.0,4.911,11.2229,0.0,0.0,0.0,0.0,23.1808,0.0,40.6178,3.0096151185000988,2.9592209213062457,0.2615642338405191,0.30970262284556227
0.0,0.0,0.0,0.0,10.8142,0.0,0.0,0.0,59.3242,0.0,0.0,30.8616,1.8260115157378172,1.7323851769722862,0.45592739115167924,0.38413842274584115
9.2057,0.0,0.0,1.2596,8.7244,0.0,0.0,0.0,23.9833,11.9605,15.1825,30.684,2.5568833959741633,2.1808807636618766,0.304380862605908,0.2686688404230256
0.0,0.0,0.0,6.0835,14.7682,0.0,0.0,0.0,5.4506,38.3473,0.0,36.3503,2.9677326479141537,2.592015233556732,0.36248877440022553,0.32120912931375295
0.0,0.0,0.0,10.9698,10.799,0.0,0.0,0.0,43.8172,0.0,0.0,35.414,2.09590996182429,2.021787036369853,0.3911640143430973,0.36146386372644157
0.0,0.0,0.0,0.0,6.9077,0.0,0.0,14.8576,20.6457,17.4903,0.0,41.0988,2.4220907202771857,2.450141812064217,0.2895835226426261,0.2857573092826336
0.0,0.0,0.0,7.6971,10.5392,0.0,0.0,10.9553,0.0,30.6803,0.0,41.1281,2.7457824707550573,2.6652648689682135,0.3199197391756873,0.32029577342780663
0.0,0.0,0.0,10.756,12.1166,0.0,21.6335,16.0904,0.0,0.0,0.0,40.4036,1.912016310279566,1.8163311683757972,0.3511501569869076,0.296852117311833
17.5348,0.0,0.0,0.0,6.8739,0.0,0.0,6.2275,3.306,0.0,34.1896,32.8681,2.7048512007287053,2.1811181825113524,0.3684966084019067,0.3234999757172191
0.0,0.0,0.0,7.2945,27.9018,0.0,0.0,0.0,14.8794,0.0,4.4834,46.441,2.0265101021069354,2.2373557633748624,0.32621346959453423,0.3823655014393222
0.0,0.0,0.0,2.9457,14.3669,0.0,0.0,0.0,0.0,15.6939,35.371,32.6226,2.3383284285343953,2.014182121435039,0.39470055414654226,0.335051632722445
0.0,0.0,0.0,0.0,3.8204,0.0,0.0,0.0,0.0,51.6092,0.0,45.5704,2.471372363115271,2.392174988317505,0.35196809147433966,0.36252884927916146
0.0,0.0,0.0,0.0,6.5008,0.0,0.0,0.0,0.0,41.3421,18.1167,35.0404,2.5763165118629807,2.2763322287767167,0.435732053486417,0.3713832912346688
0.0,0.0,0.0,1.8439,14.8594,0.0,0.0,0.0,0.0,25.6934,29.1888,29.4145,2.0637461994011947,1.7846825747281554,0.410256343074551,0.3566143394366814
0.0,0.0,24.4301,16.3458,10.8616,0.0,0.0,10.7346,0.0,0.0,0.0,38.6278,1.6044542698199025,1.5462542594796633,0.38000698768876906,0.4221963229191785
3.2894,0.0,0.0,0.0,12.6688,0.0,0.0,0.0,22.3739,0.0,30.9967,31.6711,2.4698085085664885,2.1600783392736007,0.36656709015341693,0.3251209440154245
0.0,0.0,0.0,0.0,6.4293,0.0,25.2922,0.0,5.0122,26.6327,0.0,37.6336,3.143329809778331,2.9188080694155776,0.3050903133594755,0.28316809127552295
