x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,GFP_activity,IFN_activity,GFP_covar,IFN_covar
13.986,0.0,0.0,13.3047,21.5285,0.0,6.4572,0.0,0.0,0.0,0.0,45.7235,2.4501758852504376,1.8224518062873385,0.58274875138181,0.40455083715970824
37.1288,0.0,0.0,0.0,9.4909,0.0,0.0,0.0,0.0,0.0,0.0,54.3803,1.8028539072325926,1.7522154542166655,0.6245360161306225,0.3965085521676881
0.0,0.0,0.0,0.0,10.9703,0.0,21.8431,0.0,0.0,0.0,22.6115,45.5751,2.6032729234664793,2.4211122149513207,0.25123527470434986,0.1911125134140696
9.1597,0.0,33.0307,0.0,12.4977,0.0,0.0,0.0,0.0,0.0,0.1268,46.1851,2.6497206544409586,2.58487903346252,0.35219824732748567,0.17189052703218544
0.0,0.0,32.597,0.0,11.4645,0.0,0.0,0.0,0.0,0.0,7.0456,49.8929,2.180263326447519,2.2373624993541794,0.44448816910791766,0.26520976281439257
0.0,0.0,0.0,0.0,16.3545,0.0,0.0,42.8593,0.0,0.0,0.0,41.7862,2.209016111683567,2.278198174647491,0.4879333536435005,0.21558738335970679
20.3653,0.0,0.0,0.0,9.3508,0.0,0.0,0.0,0.0,0.0,25.5517,45.7322,2.62821882085249,2.3839314925925414,0.27163263952329636,0.21090750270254996
0.0,0.0,24.3726,0.0,11.1088,15.4226,0.0,0.0,0.0,0.0,0.0,50.0961,2.0281174175113716,1.9785272651875727,0.4300518861646349,0.269926608549085
21.9106,0.0,0.0,0.0,11.0413,0.0,17.83,0.0,0.0,0.0,4.3062,45.9118,2.9524484140162905,2.745094013449431,0.24311951925204398,0.15902523550416336
0.0,0.0,0.0,0.0,12.7489,19.9753,0.0,0.0,0.0,0.0,26.4798,41.796,2.3960468891783777,2.0214442987088423,0.28779223770668055,0.25359898092633965
4.5701,0.0,40.2704,0.0,14.1511,0.0,0.0,0.0,0.0,0.0,0.0,42.0084,2.5759970289876426,2.521656701408266,0.42286207920870944,0.15482295397939344
21.2954,0.0,0.0,0.0,15.4238,0.0,0.0,0.0,0.0,0.0,13.5784,50.7024,2.5343823621143353,2.1927671645923783,0.5162952414775835,0.34280662670357015
19.8293,0.0,0.0,0.0,8.3501,0.0,0.0,0.0,0.0,0.0,33.1591,39.6615,2.628082308947549,2.2346393023460145,0.22097484000116502,0.2021442024099744
2.4828,0.0,0.0,19.572,23.7434,0.0,0.0,12.2056,0.0,0.0,0.0,42.9963,2.0373568194488056,1.5471914237754951,0.6332520157277925,0.40450611892496974
0.0,0.0,0.0,0.0,13.2489,0.0,0.0,0.0,37.2186,0.0,0.0,50.5325,2.1868894225067486,2.1663501367048976,0.47736041456978795,0.2894888510978518
0.905,0.0,0.0,0.0,13.6978,0.0,0.0,0.0,18.4293,0.0,16.1403,51.8276,2.193022154261811,2.0834729141958337,0.5060703844324528,0.3336846181560964
0.0,0.0,0.0,0.0,13.0121,0.0,0.0,0.0,14.6502,0.0,15.8182,57.5194,1.6309733754960254,1.6228005499587483,0.6877611807207039,0.433768026539647
0.0,0.0,28.6681,0.0,12.7761,0.0,0.0,0.0,0.0,0.0,17.3646,42.1913,2.7320325809878367,2.578100240552012,0.24615985643860677,0.13179689023491994
11.5611,0.0,0.0,27.07,12.1496,0.0,0.0,0.0,0.0,0.0,8.7833,41.4359,2.657914707481508,2.7435040983567553,0.31855251686881836,0.08893897204518635
13.9348,0.0,0.0,0.0,8.4148,0.0,16.7901,0.0,0.0,0.0,7.9127,53.9476,1.7695005243970314,1.8201611939574294,0.5150094128991349,0.35418841321313443
20.911,0.0,0.0,0.0,13.3696,23.2485,0.0,0.0,0.0,0.0,1.2714,42.1995,2.7529515460878087,2.265861988444806,0.27618362043061667,0.22862814658932398
46.3896,0.0,0.0,0.0,9.7349,0.0,0.0,0.0,0.0,0.0,0.0,44.8755,2.5503302093094167,2.302397441824607,0.44034741672375444,0.2877923257287624
0.0,1.74,0.0,0.7845,19.9977,7.7981,0.0,0.0,0.0,0.0,28.3251,42.3545,2.474270765567706,1.8165952090470585,0.49719494020326005,0.3662991456007311
12.9791,0.0,0.0,27.9534,21.9011,0.0,0.0,0.0,0.0,0.0,0.0,38.1663,2.156670815942864,1.7774081903860128,0.5129628708812634,0.31873355575016676
0.0,0.0,0.0,0.0,19.7607,38.2267,0.0,0.0,0.0,0.0,0.0,43.0125,1.889229833233656,1.4043662918656723,0.5739353771426405,0.3955949387640886
0.0,0.0,0.0,0.0,12.0135,0.0,0.0,41.6659,0.0,0.0,1.0087,46.3119,2.0353670187560837,2.363590126478222,0.4303259299853135,0.18379377210864653
0.0,0.0,0.0,0.0,14.3511,0.0,47.5076,0.0,0.0,0.0,0.0,39.1413,2.835397428329801,2.338185879743677,0.2809744156764833,0.21756767758735404
0.0,0.0,0.0,0.0,17.4105,15.0114,0.0,0.0,15.0823,0.0,0.0,53.4958,1.9083630748135316,1.654967742252256,0.6117602869542598,0.385364187127703
0.0,0.0,0.0,0.0,17.5793,0.0,0.0,0.0,26.5173,0.0,0.0,56.9034,1.6901919106804997,1.516820610375995,0.7087545105467814,0.42939917516168247
0.0,0.0,0.0,0.0,12.5906,4.7832,17.4855,0.0,0.0,0.0,16.7882,49.3526,2.396629905411959,2.276223388089792,0.3838789696369801,0.2634647090763055
45.7609,0.0,0.0,0.0,14.5235,0.0,0.0,0.0,0.0,0.0,3.3223,37.3934,2.97637127655661,2.4046362734667754,0.4153925738337687,0.30091827882671296
0.0,0.0,0.0,0.0,10.9176,0.0,33.2581,0.0,0.0,0.0,18.8844,37.9399,2.7384663424778175,2.4390004297902035,0.16719325476312508,0.13258093498901735
0.0,0.0,0.0,40.6275,19.8065,0.0,0.0,0.0,0.0,0.0,0.0,40.566,1.965835227381897,1.8673472676048748,0.571169235757609,0.30942968289273265
0.0,0.0,0.0,0.0,12.7797,0.0,11.8313,0.0,34.7198,0.0,0.0,41.6691,2.7692593500473515,2.665550924152657,0.18704387339018744,0.0889009141799369
0.0,0.0,0.0,0.0,13.1462,0.0,0.0,33.3727,0.0,0.0,13.9905,40.4905,2.4089415107486216,2.542453417491072,0.2709765524020489,0.10805520783319351
0.299,0.0,0.0,0.0,7.356,0.0,0.0,0.0,0.0,0.0,48.8817,44.4633,1.8781402725948306,1.5914453728045992,0.37242247240376863,0.32089444178197823
37.2641,0.0,0.0,0.0,20.5458,0.0,0.0,0.0,0.0,0.0,0.0,43.1901,2.6625642994491687,1.9130329528362142,0.622248583494941,0.4143946953191194
0.0,0.0,0.0,0.0,11.524,0.0,0.0,20.6994,0.0,0.0,14.1233,54.6534,1.7554140787149473,1.8310871146129994,0.5712088880784086,0.38059155078394025
16.6703,0.0,0.0,0.0,11.7091,0.0,0.0,0.0,26.466,0.0,0.0,46.1547,2.8120368520593706,2.672476893542881,0.2710040882440095,0.15344592047892694
0.0,0.0,0.0,0.0,14.285,30.8145,0.0,0.0,0.0,0.0,5.3745,50.526,1.8720586326383362,1.6263041146220267,0.5615726009605515,0.35978545767573783
12.3235,0.0,24.6033,0.0,8.2022,0.0,2.457,0.0,0.0,0.0,0.0,53.4141,1.7989031502389166,1.8250908840948004,0.5117484363753624,0.327300957098727
15.2598,0.0,0.0,0.0,23.2218,0.0,0.0,0.0,0.0,0.0,19.2522,43.2662,2.433212776522038,1.6591389088936195,0.6980621551590152,0.4344749334091484
4.4639,0.0,6.4448,14.7206,15.815,2.5003,0.0591,0.0,0.0,0.0,14.4638,42.5325,2.881318485712834,2.519465792383156,0.2468009857555747,0.1931070273116484
0.0,0.0,0.0,16.7497,15.1098,8.26,0.0,0.0,0.0,0.0,14.401,46.4795,2.4773109624455145,2.295790816561974,0.36873643380435034,0.23630246411957279
0.0,0.0,0.0,0.0,11.9713,0.0,45.5028,0.0,0.0,0.0,0.0,43.5259,2.697634751430242,2.3916530054657104,0.2896464717151576,0.20026959244523967
0.0,0.0,37.5926,0.0,16.2042,0.0,0.0,0.0,0.0,0.0,8.2064,38.9968,2.4536170342016117,2.2988144059337356,0.4104782635781798,0.19835234151756193
25.7464,0.0,0.0,0.0,16.7039,7.918,0.0,0.0,0.0,0.0,0.0,50.6316,2.4386139073056015,2.031911204463565,0.5432505983564964,0.3565523274563167
0.0,0.0,28.9418,0.0,15.0695,0.0,0.0,0.0,0.0,0.0,0.0,56.9888,1.6849911047378956,1.6169917679598667,0.6972244266001892,0.42656939854464865
21.2211,0.0,0.0,28.5458,13.5595,0.0,0.0,0.0,0.0,0.0,0.0,37.6736,2.643012930765066,2.538457838033173,0.3410957141633428,0.11988926438398766
31.7209,0.0,0.0,0.0,14.6101,0.0,0.0,0.0,0.0,0.0,9.5452,45.1238,3.0661225364818656,2.598295318808252,0.3374427448420649,0.2462947075634515
5.9127,0.0,0.0,0.0,10.7475,0.0,1.9215,0.0,0.0,34.6844,2.5305,45.2033,2.6563437366350353,2.6167689326878563,0.22647655061564664,0.12255592747842108
7.6616,0.0,0.0,0.0,13.5612,29.9304,0.0,0.0,0.0,0.0,10.5194,39.3273,2.3064844756826477,1.8799683277042372,0.3157320187301109,0.28658749017290536
34.6632,0.0,0.0,0.0,9.5848,0.0,0.0,0.0,0.0,0.0,20.426,36.326,2.8638827421447233,2.452162681540522,0.22072629941911634,0.17030151268802196
2.5418,0.0,0.0,0.0,23.4098,25.0065,0.0,0.0,0.0,0.0,9.1291,40.9128,2.002511100582608,1.4519949214424817,0.5955597424350165,0.37733291215491704
22.7187,0.0,0.0,2.0579,23.935,11.899,0.0,0.0,0.0,0.0,0.0,40.3895,2.3006657554770262,1.5938047047622619,0.6765393277402426,0.39702262524674303
0.0,27.8654,0.0,0.0,11.8917,3.1009,0.0,0.0,0.0,0.0,11.7025,46.4395,2.476659522229525,2.4860461150858226,0.275354777375157,0.1701645158400072
0.0,0.0,0.0,0.0,14.6714,0.0,0.0,0.0,45.7629,0.0,0.0,40.5657,2.6337188241670426,2.4898180764170705,0.2669096482894442,0.13827823126589234
0.0,0.0,0.0,0.0,12.6314,22.9525,22.7556,0.0,0.0,0.0,0.0,42.6605,2.4106156632794034,2.1073098447851835,0.28852189444254556,0.2368445297711952
20.2977,0.0,0.0,17.192,15.7281,0.0,0.0,0.0,0.0,0.0,12.3549,35.4272,2.762896460040188,2.394494515852873,0.2264893146623629,0.15792163359249176
17.9839,0.0,0.0,0.0,9.7017,0.0,24.4476,0.0,0.0,0.0,0.0,48.8668,2.4283945682033794,2.327779162045818,0.35824973302784296,0.2419398877773177
0.0,10.2582,0.0,0.0,18.3741,18.974,0.0,0.0,0.0,0.0,9.9886,43.4051,2.4560254987548937,1.9663545385464396,0.39847264026233703,0.3083354796713485
0.0,0.0,0.0,41.5996,15.1636,0.0,0.0,0.0,0.0,0.0,5.8123,38.4244,2.0150617093830046,2.2070285743815967,0.5132828634198371,0.19667707928261755
52.8284,0.0,0.0,0.0,14.7392,0.0,0.0,0.0,0.0,0.0,0.0,33.4324,2.578004702617605,2.021818591945288,0.4723392207438373,0.3147900734775151
6.2695,0.0,0.0,0.0,17.2946,0.0,0.0,0.0,0.3681,13.3935,11.3981,52.2762,2.2348216922472712,1.9116972390242641,0.5739211231241867,0.3849667419957683
0.0,0.0,0.0,0.0,20.2839,21.6021,0.0,0.0,0.0,0.0,11.5954,47.5186,2.1429854583945693,1.6340729637957934,0.5554059701682982,0.3808369437073303
5.0683,43.0237,6.9826,4.1836,1.6139,3.7626,8.7802,5.1137,1.2601,8.5442,8.2424,2.6073,0.22880152262355852,0.2519552197272313,0.008681979046466374,0.004194789487108742
18.0808,0.0,0.0,0.0,23.544,12.9082,3.5188,0.0,0.0,0.0,7.9861,34.9621,2.14488060628579,1.6057207119377597,0.49405336336238564,0.29797700122671134
8.0119,0.0,0.0,0.0,17.6169,0.0,4.3561,32.2678,0.0,0.0,0.0,38.7473,2.5349814716498713,2.2913964191531644,0.3701269042263764,0.21594077919570703
2.0106,0.0,0.0,0.0,15.4458,13.7433,0.0,3.1174,0.0,6.1997,0.0,60.4832,1.3964818385241864,1.325593040639227,0.7581777933333742,0.4455531514198772
0.7768,5.7345,6.6287,11.7869,0.8781,9.0891,0.6227,12.5259,5.5246,6.7579,28.5407,10.5078,0.11005416607586246,0.1759228675964138,0.011183939888339909,0.007889400998923844
0.0,0.0,22.9163,0.0,15.3862,16.8156,0.0,0.0,0.0,0.0,0.0,45.882,2.466199234571954,2.150923365746622,0.36831798386659814,0.25205988897059156
21.6016,0.0,0.0,0.0,10.9698,19.3481,0.0,0.0,0.0,0.0,0.0,49.0805,2.2503376065084804,2.057522778374759,0.41802643924143124,0.2735213088155354
0.0,45.1188,0.0,0.0,17.134,0.0,0.0,0.0,0.0,0.0,1.5018,37.2454,2.3767440866730993,2.1743630408804417,0.3458908321823975,0.1957058430771454
20.3422,0.0,0.0,0.0,14.2675,0.0,0.0,0.0,0.0,18.8748,0.0,47.5154,2.8653954789324216,2.524896503342622,0.3559276517711015,0.23658947437725852
0.0,0.0,0.0,0.0,18.4814,0.0,0.0,36.1108,0.0,0.0,0.0,46.4078,2.215828745520181,2.0081261242699746,0.5229999804597741,0.3243772216786517
0.0,0.0,36.9062,0.0,15.4397,0.0,0.0,0.0,0.0,0.0,0.0,48.654,2.2808183430816826,2.164909163122751,0.5065973634867748,0.2918086401926977
1.1507,0.0,35.8495,0.0,16.585,3.851,0.0,0.0,0.0,0.0,0.0,43.5639,2.5220569466586045,2.2898459612470026,0.4390517251024906,0.2424156152142705
9.6174,0.0,0.0,2.1826,17.1441,0.0,0.0,0.0,0.0,17.1331,10.4072,44.5157,2.963238919293342,2.431828261957282,0.31725473129447945,0.26961602703386156
18.3542,0.0,22.022,0.0,19.1149,0.0,0.0,0.0,0.0,0.0,0.0,41.5089,2.8958238635646127,2.2226102042592872,0.445119088305636,0.32025040769118596
28.6572,0.0,0.0,0.0,10.3128,8.0541,0.0,0.0,0.0,0.0,3.1956,50.7803,2.22356624359455,2.1310661250770906,0.47129239859592137,0.306753063223417
0.0,5.2352,0.0,0.0,10.8459,11.4932,2.6564,0.0,24.573,0.0,0.0,46.1964,2.273852499075145,2.27402370656079,0.265306395958878,0.16662872150792368
0.0,0.0,4.8129,0.0,14.8407,0.0,0.0,0.0,19.6872,0.0,0.0,61.6592,1.3519889446766797,1.3199867293261698,0.7807853223984864,0.4617392999022414
0.0,0.0,0.0,0.0,15.9797,0.0,0.0,24.1892,0.0,0.0,0.0,60.8311,1.3647291384872033,1.329925818074291,0.7605579035213653,0.4533217917326854
7.773,0.0,0.0,22.6846,17.0278,0.0,0.0,0.0,0.0,0.0,19.4689,34.0457,2.205677203786544,2.017230126733063,0.2722855419911381,0.18845235123626647
0.0,0.0,0.0,13.4401,26.6709,0.0,0.0,0.0,0.0,0.0,17.684,43.2049,1.8303425883659714,1.2663333543333746,0.7591536500969678,0.43972618201732455
